entity_id,event_id,risk_score,anomaly_type,explanation,top_contributing_features
USR-000102,EVT-0045441,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000053,EVT-0016048,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000054,EVT-0009588,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000054,EVT-0045431,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000055,EVT-0014773,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000056,EVT-0016065,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000058,EVT-0044979,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000059,EVT-0008245,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000060,EVT-0005098,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000061,EVT-0018150,1.0,device_spoofing,device_spoofing: os=Unknown + mac=f6:42:de:db:ce:db matches no historically consistent OS/MAC combination observed for this entity across 142 prior events,"{""os"": ""Unknown"", ""mac_address"": ""f6:42:de:db:ce:db"", ""protocol"": ""HTTPS"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": false, ""window_minutes"": 5, ""n_prior_events_checked"": 142}"
SVC-000061,EVT-0043875,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=d0:f3:89:be:0a:ac) + unusual geo_location (Sao Paulo, Brazil, outside this entity's typical set) + off-hours login (hour=7, baseline probability=0.003 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""d0:f3:89:be:0a:ac"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sao Paulo, Brazil"", ""off_hours"": true, ""hour"": 7, ""hour_probability_in_baseline"": 0.0027, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
USR-000081,EVT-0011094,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000082,EVT-0008704,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000087,EVT-0010120,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000088,EVT-0008558,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000093,EVT-0011029,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000045,EVT-0008284,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000061,EVT-0006940,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000062,EVT-0009234,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000064,EVT-0004804,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000064,EVT-0013515,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000065,EVT-0009211,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000072,EVT-0021866,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000072,EVT-0029264,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000077,EVT-0008140,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000061,EVT-0043876,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=d0:f3:89:be:0a:ac) + unusual geo_location (Sao Paulo, Brazil, outside this entity's typical set) + off-hours login (hour=7, baseline probability=0.003 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""d0:f3:89:be:0a:ac"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sao Paulo, Brazil"", ""off_hours"": true, ""hour"": 7, ""hour_probability_in_baseline"": 0.0027, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
SVC-000061,EVT-0043881,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=d0:f3:89:be:0a:ac) + unusual geo_location (Sao Paulo, Brazil, outside this entity's typical set) + off-hours login (hour=7, baseline probability=0.003 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""d0:f3:89:be:0a:ac"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sao Paulo, Brazil"", ""off_hours"": true, ""hour"": 7, ""hour_probability_in_baseline"": 0.0027, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
USR-000003,EVT-0009349,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000010,EVT-0045406,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000011,EVT-0022133,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000013,EVT-0016043,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000053,EVT-0003108,1.0,impossible_travel,"impossible_travel: geo-velocity of 2,293 km/h between Dublin, Ireland and Helsinki, Finland over 0.88h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 2293.5, ""distance_km"": 2023.6, ""time_delta_hours"": 0.882, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Dublin, Ireland"", ""device_fingerprint_changed"": false}"
SVC-000053,EVT-0011743,1.0,device_spoofing,"device_spoofing: device_fingerprint changed mid-session -- os=macOS 14 Sonoma, mac=e8:89:d1:0a:04:f2 appears within 5 min of 1 event(s) using this entity's historically consistent fingerprint","{""os"": ""macOS 14 Sonoma"", ""mac_address"": ""e8:89:d1:0a:04:f2"", ""protocol"": ""HTTPS"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": true, ""window_minutes"": 5, ""n_prior_events_checked"": 156}"
USR-000028,EVT-0014356,1.0,device_spoofing,"device_spoofing: device_fingerprint changed mid-session -- os=RHEL 9, mac=ce:3d:e5:58:55:6c appears within 5 min of 1 event(s) using this entity's historically consistent fingerprint","{""os"": ""RHEL 9"", ""mac_address"": ""ce:3d:e5:58:55:6c"", ""protocol"": ""MQTT"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": true, ""window_minutes"": 5, ""n_prior_events_checked"": 31}"
USR-000034,EVT-0044215,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000036,EVT-0007677,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000036,EVT-0014671,1.0,impossible_travel,"impossible_travel: geo-velocity of 3,904 km/h between Lima, Peru and Helsinki, Finland over 3.03h (comparing to the next event for this entity), exceeding the 900 km/h plausibility ceiling + new device fingerprint","{""geo_velocity_kmh"": 3904.1, ""distance_km"": 11829.1, ""time_delta_hours"": 3.03, ""compared_to_event"": ""next"", ""other_geo_location"": ""Lima, Peru"", ""device_fingerprint_changed"": true}"
USR-000038,EVT-0004463,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000040,EVT-0006961,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000042,EVT-0004375,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000044,EVT-0005727,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
